swsLengthHR,swsTimeHR,swsLengthT,swsTimeT,decreasePercentageT,swsTimeM,swsLengthM,decreasePercentageM,amountAsleep,amountAwake,sleepEfficiency,timesAwoken,epochCapacity,epochPeak,epochPeakCounter,stormPeak,largestStorm,timesEdaStorm,meanEdaStorm,lengthEdaStorm
0.05666,0.04167,0.0,0.0,0.73125,0.0,-1.00196,0.77727,0.19045,0.13514,0.84711,0.22581,-0.74147,0.14413,-0.85608,-0.82055,0.0135,0.17308,0.0034,-0.82491
0.3878,0.20833,0.0,0.0,0.81204,0.07895,0.33133,0.63089,0.13317,0.05856,0.88211,0.16129,-1.02714,0.10268,-1.21187,-3.63649,0.0,0.01923,0.0,-1.08454
0.16173,0.08333,0.0,0.0,0.71002,0.0,-1.00196,0.79589,0.19347,0.14414,0.84148,0.29032,-0.78627,0.07281,-0.84337,-1.5113,0.00405,0.23077,0.00052,-0.87516
0.0,0.0,0.45542,0.24138,0.74409,0.05263,-0.76879,0.79021,0.23869,0.47748,0.64444,0.25806,-0.72013,0.14281,-0.75443,-0.93204,0.00945,0.23077,0.00241,-0.78303
0.52292,0.25,0.05497,0.03448,0.76855,0.10526,-0.58362,0.7987,0.2201,0.31532,0.72824,0.48387,-0.59139,0.16328,-0.61465,-0.04998,0.00675,0.41346,0.00157,-0.60715
0.0,0.0,0.13897,0.06897,0.68165,0.26316,1.01797,0.70887,0.22111,0.08108,0.91944,0.09677,-0.74408,0.15698,-0.80949,-0.48474,0.0054,0.25,0.00175,-0.79141
0.0,0.0,0.1829,0.10345,0.72764,0.18421,0.84476,0.8318,0.2407,0.06306,0.9425,0.16129,-0.34009,0.1504,-0.28851,-0.35342,0.0108,0.53846,0.0023,-0.37683
0.0,0.0,0.63362,0.24138,0.6928,0.0,-1.00196,0.73533,0.19598,0.21622,0.77916,0.16129,-0.2904,0.26071,-0.47487,0.20249,0.02969,0.29808,0.00585,-0.47733
0.15362,0.125,0.04268,0.03448,0.72855,0.13158,-0.476,0.93186,0.24623,0.32883,0.74628,0.41935,-0.72005,0.14142,-0.63583,-0.65635,0.04318,0.21154,0.00412,-0.73278
0.39143,0.25,0.0,0.0,0.6637,0.13158,-0.3461,0.59461,0.25578,0.13063,0.89344,0.22581,-0.513,0.22357,-0.41134,-0.04564,0.06073,0.38462,0.00441,-0.41452
0.30683,0.16667,0.05943,0.03448,0.72158,0.23684,0.78014,0.80118,0.19648,0.35135,0.67362,0.32258,-0.82433,0.10192,-0.84761,-1.57397,0.00405,0.17308,0.00159,-0.89191
0.0,0.0,0.09678,0.06897,0.77261,0.18421,0.35299,0.80189,0.27337,0.12613,0.90617,0.29032,-0.69928,0.14014,-0.53841,-0.69339,0.01215,0.41346,0.00176,-0.5904
0.0,0.0,0.44825,0.13793,0.74452,0.13158,-0.19076,0.90662,0.15075,0.23423,0.70208,0.29032,0.24479,0.18512,-0.13179,0.38787,0.06478,0.39423,0.00743,-0.1507
0.21012,0.125,0.24929,0.10345,0.64013,0.0,-1.00196,0.70215,0.21558,0.03153,0.95934,0.03226,0.54212,0.28246,0.48661,0.66682,0.05398,0.39423,0.01471,0.44395
0.21012,0.125,0.24929,0.10345,0.64013,0.0,-1.00196,0.70215,0.21558,0.03153,0.95934,0.03226,0.54212,0.28246,0.48661,0.66682,0.05398,0.39423,0.01471,0.44395
0.18321,0.08333,0.0,0.0,0.66793,0.18421,0.6361,0.61573,0.22965,0.04505,0.95149,0.03226,0.60981,0.31045,0.63486,0.70123,0.11471,0.39423,0.01692,0.62402
0.10972,0.08333,0.0,0.0,0.69731,0.0,-1.00196,0.63948,0.25327,0.03604,0.96794,0.03226,-0.51529,0.15108,-0.28851,-0.19875,0.01484,0.44231,0.0038,-0.36845
0.11003,0.08333,0.04461,0.03448,0.70102,0.34211,1.91098,0.68123,0.26683,0.03153,0.97213,0.06452,0.13535,0.22813,0.48237,0.33247,0.09312,0.57692,0.0078,0.32669
0.17534,0.08333,0.092,0.06897,0.68159,0.07895,2.26805,0.68395,0.28241,0.02252,0.98451,0.03226,0.24952,0.24719,0.74922,0.5298,0.09987,0.61538,0.00884,0.55283
0.04887,0.04167,0.06183,0.03448,0.70351,0.31579,2.03935,0.6555,0.24171,0.04054,0.95909,0.06452,0.02533,0.19409,0.3426,0.29306,0.03914,0.5,0.00808,0.16756
0.14919,0.08333,0.0,0.0,0.61765,0.0,-1.00196,0.64141,0.25226,0.02252,0.979,0.03226,0.26731,0.23322,0.73228,0.56957,0.06208,0.73077,0.0071,0.59889
0.10502,0.08333,0.0,0.0,0.64839,0.07895,-0.39821,0.60826,0.23819,0.04054,0.96029,0.06452,-0.21912,0.21774,-0.19956,0.22751,0.03104,0.44231,0.00522,-0.23864
0.22439,0.125,0.0,0.0,0.64612,0.15789,-0.12851,0.68165,0.28342,0.04054,0.97013,0.06452,-0.21238,0.26157,0.04611,0.38984,0.10121,0.44231,0.00742,-0.03763
0.11911,0.08333,0.13351,0.06897,0.70415,0.07895,-0.59509,0.67842,0.21658,0.01351,0.97837,0.03226,-0.06353,0.15106,0.07152,0.18674,0.02699,0.5,0.0067,0.02518
0.11961,0.08333,0.0,0.0,0.58464,0.21053,1.61888,0.63878,0.28593,0.00901,0.99409,0.03226,0.1383,0.24051,0.44002,0.57559,0.08502,0.625,0.0074,0.3937
0.10347,0.08333,0.0,0.0,0.67244,0.15789,0.18472,0.69932,0.26583,0.03153,0.97305,0.03226,0.46834,0.27747,0.67721,0.6257,0.08772,0.45192,0.01453,0.64914
0.11739,0.08333,0.37051,0.17241,0.63908,0.15789,0.01976,0.69005,0.22211,0.0,0.99304,0.0,-0.82308,0.1104,-0.81372,-0.46168,0.00945,0.24038,0.00149,-0.81653
0.0,0.0,0.18105,0.10345,0.62643,0.23684,0.74805,0.67091,0.2402,0.07207,0.93436,0.09677,1.37328,0.46107,1.39727,0.85758,0.17409,0.29808,0.03606,1.40292
0.09567,0.08333,0.30959,0.27586,0.72931,0.15789,2.14894,0.35503,0.45829,0.24324,0.90313,0.16129,-0.40402,0.23922,0.30871,0.52173,0.08772,0.44231,0.01118,0.30576
0.48226,0.20833,0.0496,0.03448,0.6193,0.15789,0.88898,0.67785,0.22814,0.2027,0.82157,0.09677,0.10862,0.19954,0.27483,0.47844,0.06748,0.48077,0.00895,0.20525
0.60659,0.20833,0.13984,0.06897,0.61096,0.0,-1.00196,0.5836,0.23568,0.0991,0.91,0.06452,-0.2322,0.22438,-0.1572,0.30739,0.03374,0.36538,0.00773,-0.19676
0.2102,0.125,0.14397,0.06897,0.61203,0.18421,-0.00095,0.54058,0.25628,0.10811,0.91245,0.12903,0.74528,0.36899,0.94829,0.75214,0.1363,0.49038,0.01561,0.90459
0.0,0.0,0.45222,0.17241,0.61197,0.0,-1.00196,0.74333,0.18141,0.23423,0.74689,0.19355,2.03109,0.53146,1.15584,0.93577,0.17679,0.25,0.0413,1.28566
0.60853,0.375,0.0,0.0,0.61655,0.10526,-0.59611,0.58874,0.26281,0.11712,0.90784,0.12903,0.8224,0.31976,1.22784,0.74081,0.23077,0.58654,0.01462,1.1726
0.23653,0.16667,0.24555,0.10345,0.62273,0.15789,0.34173,0.63567,0.23417,0.23423,0.80381,0.16129,-0.85391,0.08056,-0.86879,-1.08236,0.00675,0.19231,0.00133,-0.87935
0.0,0.0,0.91244,0.24138,0.65904,0.31579,0.93198,0.69501,0.2201,0.1982,0.81733,0.19355,0.35274,0.19253,0.49508,0.50622,0.05263,0.53846,0.00974,0.44813
0.2733,0.16667,0.54398,0.24138,0.71641,0.05263,-0.61349,0.81513,0.22814,0.12162,0.88705,0.12903,1.81994,0.4925,1.65564,0.87079,0.278,0.34615,0.03474,1.70024
0.53558,0.125,0.55089,0.24138,0.65926,0.13158,1.23754,0.55433,0.25327,0.12613,0.89704,0.22581,1.48487,0.44787,1.5794,0.83175,0.34413,0.30769,0.03686,1.53273
0.62539,0.20833,0.25827,0.13793,0.74885,0.0,-1.00196,0.76888,0.20151,0.1036,0.888,0.19355,0.60837,0.26438,0.44425,0.62005,0.06208,0.47115,0.01175,0.45232
0.67344,0.25,0.28656,0.13793,0.63798,0.0,-1.00196,0.69895,0.21709,0.13063,0.87188,0.16129,0.42225,0.30003,0.38496,0.63629,0.11471,0.35577,0.01535,0.34344
0.06446,0.04167,0.73168,0.10345,0.78479,0.07895,-0.52961,0.66759,0.16633,0.21171,0.74773,0.25806,-0.96331,0.30804,-1.14834,0.09454,0.0054,0.04808,0.00395,-1.01335
0.16488,0.125,0.0,0.0,0.66473,0.13158,0.66688,0.5749,0.17638,0.21622,0.75654,0.16129,-0.53516,0.56085,-0.73748,0.70262,0.05533,0.09615,0.01664,-0.66159
0.0,0.0,0.12817,0.03448,0.80665,0.18421,0.89896,0.80643,0.14673,0.40541,0.53754,0.3871,-0.83078,0.26821,-1.02974,-0.16529,0.00945,0.06731,0.00565,-0.95472
0.22944,0.04167,0.09007,0.03448,0.69455,0.13158,0.44299,0.66392,0.15678,0.08108,0.87478,0.09677,-0.7902,0.42909,-0.98738,0.49344,0.03374,0.06731,0.00996,-0.88772
0.0,0.0,0.0,0.0,0.65278,0.0,-1.00196,0.69965,0.14422,0.34685,0.58251,0.32258,0.23927,0.23928,-0.17838,0.66775,0.09717,0.25,0.01483,-0.10463
0.0,0.0,0.33376,0.10345,0.69083,0.10526,0.35561,0.72853,0.15276,0.22973,0.70735,0.25806,0.90403,0.54681,0.05458,0.86259,0.20918,0.10577,0.04934,0.14244
0.31311,0.08333,0.0,0.0,0.75401,0.05263,-0.58782,0.65592,0.11357,0.52252,0.33652,0.09677,-0.16644,0.51401,-0.74595,0.77273,0.11066,0.09615,0.01801,-0.63228
0.0,0.0,0.46281,0.10345,0.69985,0.13158,0.63722,0.8791,0.11508,0.63063,0.26039,0.19355,-0.79132,0.45589,-1.09751,0.19384,0.0108,0.04808,0.00682,-0.97985
0.20603,0.125,0.33782,0.13793,0.71755,0.28947,1.70177,0.71239,0.19849,0.40991,0.63158,0.35484,-0.91357,0.26696,-1.02127,-0.32846,0.00675,0.06731,0.00457,-0.97147
0.0,0.0,0.24647,0.13793,0.78593,0.05263,-0.72179,0.76166,0.19497,1.0,0.29121,0.41935,-0.67971,0.62471,-0.85608,0.66811,0.07422,0.06731,0.01884,-0.74953
0.0,0.0,0.12138,0.06897,0.76205,0.15789,2.17897,0.77159,0.13869,0.66667,0.31772,0.16129,-0.80519,0.43872,-1.02974,0.1517,0.01484,0.08654,0.00495,-0.9296
0.08901,0.04167,0.0,0.0,0.63246,0.07895,0.02922,0.68765,0.14874,0.28378,0.64848,0.16129,-0.88457,0.37258,-1.10175,-0.00072,0.0081,0.03846,0.00646,-1.00498
0.08901,0.04167,0.0,0.0,0.63246,0.07895,0.02922,0.68765,0.14874,0.28378,0.64848,0.16129,-0.88457,0.37258,-1.10175,-0.00072,0.0081,0.03846,0.00646,-1.00498
0.0,0.0,0.0,0.0,0.707,0.0,-1.00196,0.64864,0.2608,0.1036,0.91733,0.09677,2.9631,0.48353,3.12964,0.9363,0.69366,0.18269,0.10775,3.24966
0.0,0.0,0.18626,0.10345,0.68384,0.0,-1.00196,0.57357,0.24422,0.18919,0.84222,0.12903,2.96042,0.69245,2.81196,0.94754,0.61404,0.125,0.14393,2.92722
0.0,0.0,0.04202,0.06897,0.70061,0.0,-1.00196,0.0,0.62864,0.06306,0.99678,0.09677,0.45995,0.7497,2.64254,0.95748,1.0,0.00962,1.0,2.7974
0.0,0.0,0.04229,0.03448,0.68703,0.0,-1.00196,0.50598,0.27588,0.17568,0.87071,0.22581,0.40697,0.26249,1.02453,0.72282,0.08502,0.64423,0.01146,0.97578
0.0,0.0,0.03828,0.03448,0.70469,0.0,-1.00196,0.56815,0.30251,0.13063,0.91487,0.22581,0.42541,0.34618,1.18972,0.70277,0.09042,0.79808,0.00869,1.01347
0.0,0.0,0.0,0.0,0.69089,0.0,-1.00196,0.67316,0.20704,0.04054,0.95025,0.03226,0.89338,0.30273,0.88899,0.74437,0.06073,0.64423,0.01048,0.84596
0.0,0.0,0.0,0.0,0.69089,0.0,-1.00196,0.67316,0.20704,0.04054,0.95025,0.03226,0.89338,0.30273,0.88899,0.74437,0.06073,0.64423,0.01048,0.84596
0.0,0.0,0.0,0.0,0.707,0.0,-1.00196,0.64864,0.2608,0.1036,0.91733,0.09677,2.9631,0.48353,3.12964,0.9363,0.69366,0.18269,0.10775,3.24966
0.0,0.0,0.18626,0.10345,0.68384,0.0,-1.00196,0.57357,0.24422,0.18919,0.84222,0.12903,2.96042,0.69245,2.81196,0.94754,0.61404,0.125,0.14393,2.92722
0.0,0.0,0.04202,0.06897,0.70061,0.0,-1.00196,0.0,0.62864,0.06306,0.99678,0.09677,0.45995,0.7497,2.64254,0.95748,1.0,0.00962,1.0,2.7974
0.0,0.0,0.04229,0.03448,0.68703,0.0,-1.00196,0.50598,0.27588,0.17568,0.87071,0.22581,0.40697,0.26249,1.02453,0.72282,0.08502,0.64423,0.01146,0.97578
0.0,0.0,0.03828,0.03448,0.70469,0.0,-1.00196,0.56815,0.30251,0.13063,0.91487,0.22581,0.42541,0.34618,1.18972,0.70277,0.09042,0.79808,0.00869,1.01347
0.0,0.0,0.0,0.0,0.69089,0.0,-1.00196,0.67316,0.20704,0.04054,0.95025,0.03226,0.89338,0.30273,0.88899,0.74437,0.06073,0.64423,0.01048,0.84596
0.0,0.0,0.0,0.0,0.69089,0.0,-1.00196,0.67316,0.20704,0.04054,0.95025,0.03226,0.89338,0.30273,0.88899,0.74437,0.06073,0.64423,0.01048,0.84596
0.29434,0.20833,0.0624,0.03448,0.703,0.15789,0.50499,0.80824,0.24422,0.0,0.99641,0.0,0.36543,0.31115,0.42308,0.65345,0.07962,0.375,0.01475,0.37276
0.42036,0.20833,0.0,0.0,0.87708,0.02632,-0.78482,0.84507,0.24171,0.0,0.99319,0.0,-0.17013,0.16128,0.07999,0.43698,0.03644,0.43269,0.00875,0.05868
0.26454,0.16667,0.0,0.0,0.85875,0.02632,-0.79457,0.74148,0.24221,0.03153,0.9684,0.06452,-0.57556,0.30559,-0.5257,0.36883,0.02564,0.27885,0.00553,-0.53596
0.13729,0.125,0.0,0.0,0.80304,0.05263,-0.71744,0.73332,0.22663,0.01802,0.97427,0.06452,-0.37534,0.26548,-0.36898,0.39909,0.03509,0.25,0.00965,-0.37683
0.24075,0.16667,0.30315,0.17241,0.7333,0.26316,1.24837,0.80066,0.22261,0.07207,0.92491,0.06452,-0.5061,0.27006,-0.52147,0.56668,0.04049,0.26923,0.00698,-0.47315
0.33035,0.16667,0.0,0.0,0.83692,0.10526,-0.57328,0.78752,0.27387,0.03604,0.97019,0.03226,-0.83398,0.30549,-0.83067,0.11735,0.02564,0.17308,0.00408,-0.79978
0.33035,0.16667,0.0,0.0,0.83692,0.10526,-0.57328,0.78752,0.27387,0.03604,0.97019,0.03226,-0.83398,0.30549,-0.83067,0.11735,0.02564,0.17308,0.00408,-0.79978
0.6544,0.66667,0.0,0.0,0.71416,0.34211,2.18694,0.38536,0.45829,0.06757,0.9808,0.06452,-0.19698,0.47792,0.55438,0.85244,0.20108,0.23077,0.03117,0.61564
0.45557,0.16667,0.0,0.0,0.70171,0.0,-1.00196,0.72537,0.22764,0.03604,0.96097,0.03226,-0.43521,0.38408,-0.4537,0.44801,0.05938,0.20192,0.01067,-0.46896
0.28393,0.20833,0.0,0.0,0.72427,0.23684,1.36578,0.74756,0.19749,0.0991,0.88665,0.16129,-0.35616,0.27459,-0.48758,0.53707,0.03239,0.23077,0.00913,-0.45639
0.08948,0.08333,0.0,0.0,0.71825,0.02632,-0.71373,0.59761,0.23166,0.0,0.99492,0.0,-0.85502,0.25691,-0.8942,0.37436,0.01889,0.13462,0.00588,-0.81234
0.67004,1.0,0.0,0.0,0.69412,0.0,-1.00196,0.59967,0.69347,0.06306,1.0,0.06452,-0.96307,0.33878,-0.60194,0.42822,0.05533,0.21154,0.0073,-0.5904
0.08948,0.08333,0.0,0.0,0.71825,0.02632,-0.71373,0.59761,0.23166,0.0,0.99492,0.0,-0.85502,0.25691,-0.8942,0.37436,0.01889,0.13462,0.00588,-0.81234
0.67004,1.0,0.0,0.0,0.69412,0.0,-1.00196,0.59967,0.69347,0.06306,1.0,0.06452,-0.96307,0.33878,-0.60194,0.42822,0.05533,0.21154,0.0073,-0.5904
0.14361,0.08333,0.0,0.0,0.77127,0.10526,0.94497,0.92958,0.18945,0.1982,0.78823,0.35484,1.42963,0.41887,0.85511,0.83724,0.17544,0.32692,0.02497,0.88365
0.30562,0.16667,0.06813,0.03448,0.74191,0.02632,-0.85384,0.95276,0.15578,0.27027,0.67645,0.25806,2.41176,0.56181,1.01183,0.91103,0.31309,0.20192,0.04824,1.13909
0.19949,0.125,0.15516,0.06897,0.76145,0.10526,1.20148,0.69406,0.17538,0.0991,0.87358,0.16129,1.54286,0.45166,0.71957,0.83785,0.13495,0.20192,0.03963,0.77058
0.23138,0.125,0.13393,0.03448,0.76598,0.07895,-0.26546,0.78677,0.15578,0.18919,0.75669,0.16129,0.62888,0.30394,0.00799,0.63827,0.13225,0.26923,0.01581,0.02518
0.43372,0.20833,0.0,0.0,0.75889,0.05263,0.61791,0.66155,0.13116,0.10811,0.8117,0.25806,1.22341,0.48584,0.07999,0.85747,0.11066,0.15385,0.03483,0.18431
0.0,0.0,0.11291,0.03448,0.79034,0.0,-1.00196,0.62887,0.21307,0.12162,0.87813,0.16129,-1.01517,0.02909,-1.10598,-1.58575,0.0027,0.09615,0.00039,-1.00916
0.0,0.0,0.06047,0.03448,0.90125,0.21053,0.1706,0.71528,0.28141,0.23423,0.83724,0.32258,-1.0649,0.04312,-1.13987,-2.28563,0.00135,0.05769,0.00062,-1.04266
0.0,0.0,0.0,0.0,0.75032,0.21053,-0.02478,0.46743,0.24121,0.24324,0.80333,0.25806,-0.99608,0.05877,-1.06363,-1.56494,0.0027,0.09615,0.00098,-0.9966
0.0,0.0,0.0,0.0,0.88855,0.0,-1.00196,0.58832,0.27839,0.18919,0.86335,0.22581,-0.99414,0.04274,-0.99586,-2.49082,0.00405,0.08654,0.00129,-1.00079
0.0,0.0,0.04537,0.03448,0.76292,0.0,-1.00196,0.45737,0.27085,0.2027,0.85081,0.19355,-1.02149,0.11363,-1.11869,-1.98832,0.0027,0.07692,0.0012,-1.01335
0.0,0.0,0.03896,0.03448,0.66269,0.15789,2.84312,0.65916,0.29749,0.12613,0.91616,0.19355,-0.77952,0.20238,-0.75443,0.0367,0.02429,0.25,0.00359,-0.69509
0.0,0.0,0.0,0.0,0.82225,0.23684,0.0291,0.67948,0.24774,0.23874,0.80895,0.16129,-0.97424,0.13642,-1.0721,-1.76083,0.00135,0.11538,0.00066,-0.98404
0.81777,0.45833,0.0,0.0,0.74029,0.28947,2.5174,0.71378,0.32111,0.14865,0.90857,0.32258,-0.93489,0.17309,-0.92385,-0.63071,0.0135,0.125,0.00431,-0.87516
0.05548,0.04167,0.11269,0.03448,0.7798,0.23684,1.20461,0.71585,0.2196,0.16216,0.84668,0.19355,-0.96569,0.08002,-1.06363,-1.63678,0.00405,0.10577,0.00072,-0.99241
0.0,0.0,0.27264,0.06897,0.62624,0.02632,-0.89761,0.58723,0.21608,0.18018,0.83021,0.19355,-0.95768,0.10417,-1.07633,-1.34714,0.0054,0.10577,0.00108,-0.98404
0.0,0.0,0.068,0.03448,0.89555,0.47368,1.63594,0.6175,0.3206,0.33333,0.8021,0.22581,-1.07636,0.02232,-1.11445,-1.98082,0.0027,0.06731,0.00081,-1.0301
0.0,0.0,0.05602,0.03448,0.70169,0.26316,0.41583,0.52914,0.26131,0.3018,0.77755,0.25806,-1.05365,0.04018,-1.11445,-3.34043,0.0,0.04808,0.0,-1.05941
0.0,0.0,0.0547,0.03448,0.71841,0.0,-1.00196,0.6116,0.24271,0.12613,0.89126,0.16129,-1.01919,0.05899,-1.11022,-2.43474,0.0054,0.05769,0.00154,-1.0301
0.42597,0.20833,0.47477,0.13793,0.6611,0.07895,2.45022,0.637,0.18894,0.0991,0.88233,0.12903,2.52346,0.48065,1.59211,0.91759,0.18219,0.33654,0.03588,1.70443
0.38774,0.29167,0.0,0.0,0.66486,0.13158,-0.38055,0.65197,0.22312,0.15766,0.85294,0.19355,1.49546,0.50368,1.19819,0.86494,0.18758,0.24038,0.04198,1.23122
0.47295,0.29167,0.19787,0.10345,0.69919,0.18421,0.44732,0.79416,0.21859,0.06757,0.92826,0.16129,0.34318,0.4301,0.20282,0.77778,0.1552,0.35577,0.01405,0.24713
0.43544,0.20833,0.0,0.0,0.71841,0.0,-1.00196,0.86969,0.21307,0.30631,0.72861,0.22581,0.29027,0.31433,0.10117,0.58959,0.08907,0.35577,0.01207,0.10056
0.36324,0.16667,0.0,0.0,0.57072,0.13158,-0.2737,0.58803,0.18643,0.16667,0.8141,0.16129,2.07446,0.58318,1.16854,0.92158,0.1471,0.14423,0.07226,1.2731
0.32591,0.58333,0.02467,0.03448,0.66134,0.55263,0.73997,0.53467,0.66834,0.28378,0.92839,0.35484,-0.78681,0.32421,-0.19109,0.6268,0.03644,0.29808,0.0113,-0.13813
0.10111,0.04167,0.0,0.0,0.58276,0.02632,-0.82907,0.65434,0.15628,0.05405,0.90599,0.12903,-0.31598,0.4008,-0.7036,0.70958,0.03104,0.19231,0.00841,-0.5904
0.0,0.0,0.0,0.0,1.0,0.0,-1.00196,0.72695,0.0,0.03153,0.0,0.0,-0.88368,0.0,-1.29235,-1.38476,0.0,0.0,0.0,-1.10129
0.56538,0.20833,0.0,0.0,0.74323,0.10526,1.04573,0.82347,0.16884,0.36486,0.61501,0.32258,0.34007,0.315,-0.13603,0.74198,0.08232,0.28846,0.01278,-0.07951
0.48472,0.75,0.55751,1.0,0.72192,1.0,0.5097,0.41099,1.0,0.83333,0.85294,1.0,-1.12005,0.11441,-1.10175,-2.05905,0.00405,0.06731,0.00135,-1.02173
0.37052,0.20833,0.06714,0.10345,0.63214,0.0,-1.00196,0.31819,0.69497,0.2027,0.95652,0.29032,-1.10396,0.10941,-1.05092,-0.81582,0.0108,0.11538,0.00149,-0.9631
0.37052,0.20833,0.06714,0.10345,0.63214,0.0,-1.00196,0.31819,0.69497,0.2027,0.95652,0.29032,-1.10396,0.10941,-1.05092,-0.81582,0.0108,0.11538,0.00149,-0.9631
